scale,match_index,date,home_team,away_team,bankroll
0.0,54,2026-06-24,South Africa,South Korea,100.0
0.0,55,2026-06-25,Curaçao,Ivory Coast,100.0
0.0,56,2026-06-25,Ecuador,Germany,100.0
0.0,57,2026-06-25,Japan,Sweden,100.0
0.0,58,2026-06-25,Paraguay,Australia,100.0
0.0,59,2026-06-25,Tunisia,Netherlands,100.0
0.0,60,2026-06-25,United States,Turkey,100.0
0.0,61,2026-06-26,Cape Verde,Saudi Arabia,100.0
0.0,62,2026-06-26,Egypt,Iran,100.0
0.0,63,2026-06-26,New Zealand,Belgium,100.0
0.0,64,2026-06-26,Norway,France,100.0
0.0,65,2026-06-26,Senegal,Iraq,100.0
0.0,66,2026-06-26,Uruguay,Spain,100.0
0.0,67,2026-06-27,Algeria,Austria,100.0
0.0,68,2026-06-27,Colombia,Portugal,100.0
0.0,69,2026-06-27,Croatia,Ghana,100.0
0.0,70,2026-06-27,DR Congo,Uzbekistan,100.0
0.0,71,2026-06-27,Jordan,Argentina,100.0
0.0,72,2026-06-27,Panama,England,100.0
0.05,0,,,,100.0
0.05,1,2026-06-11,Mexico,South Africa,99.75931563333528
0.05,2,2026-06-11,South Korea,Czech Republic,100.09406200358949
0.05,3,2026-06-12,Canada,Bosnia and Herzegovina,99.47672708152949
0.05,4,2026-06-12,United States,Paraguay,98.98216572376468
0.05,5,2026-06-13,Australia,Turkey,104.35863906766414
0.05,6,2026-06-13,Brazil,Morocco,103.98952387923595
0.05,7,2026-06-13,Haiti,Scotland,103.83058406608667
0.05,8,2026-06-13,Qatar,Switzerland,103.83058406608667
0.05,9,2026-06-14,Germany,Curaçao,103.63952287496949
0.05,10,2026-06-14,Ivory Coast,Ecuador,102.9498543646057
0.05,11,2026-06-14,Netherlands,Japan,102.1086635313017
0.05,12,2026-06-14,Sweden,Tunisia,101.60562592411718
0.05,13,2026-06-15,Belgium,Egypt,101.54382977084143
0.05,14,2026-06-15,Iran,New Zealand,101.43317267239405
0.05,15,2026-06-15,Saudi Arabia,Uruguay,101.42202462072677
0.05,16,2026-06-15,Spain,Cape Verde,102.33037744773486
0.05,17,2026-06-16,Argentina,Algeria,102.33037744773486
0.05,18,2026-06-16,Austria,Jordan,101.779662304399
0.05,19,2026-06-16,France,Senegal,100.78058577741274
0.05,20,2026-06-16,Iraq,Norway,100.25855881849459
0.05,21,2026-06-17,England,Croatia,100.05910292543075
0.05,22,2026-06-17,Ghana,Panama,99.06137556431189
0.05,23,2026-06-17,Portugal,DR Congo,99.34818979896264
0.05,24,2026-06-17,Uzbekistan,Colombia,99.04951848362543
0.05,25,2026-06-18,Canada,Qatar,98.94678390054914
0.05,26,2026-06-18,Czech Republic,South Africa,98.88574339547374
0.05,27,2026-06-18,Mexico,South Korea,98.64745522147406
0.05,28,2026-06-18,Switzerland,Bosnia and Herzegovina,99.17875989698058
0.05,29,2026-06-19,Brazil,Haiti,99.00690266954126
0.05,30,2026-06-19,Scotland,Morocco,98.89070931031898
0.05,31,2026-06-19,Turkey,Paraguay,100.09266702411581
0.05,32,2026-06-19,United States,Australia,98.68821394537933
0.05,33,2026-06-20,Ecuador,Curaçao,99.68992044328702
0.05,34,2026-06-20,Germany,Ivory Coast,99.55882003007684
0.05,35,2026-06-20,Netherlands,Sweden,99.82566321803031
0.05,36,2026-06-20,Tunisia,Japan,99.75809189179309
0.05,37,2026-06-21,Belgium,Iran,99.47078689250189
0.05,38,2026-06-21,New Zealand,Egypt,98.54566424201536
0.05,39,2026-06-21,Spain,Saudi Arabia,98.36747670013428
0.05,40,2026-06-21,Uruguay,Cape Verde,98.34816054814702
0.05,41,2026-06-22,Argentina,Austria,98.19689438403108
0.05,42,2026-06-22,France,Iraq,97.38395032987131
0.05,43,2026-06-22,Jordan,Algeria,97.23085726626148
0.05,44,2026-06-22,Norway,Senegal,97.23085726626148
0.05,45,2026-06-23,Colombia,DR Congo,97.56268886421859
0.05,46,2026-06-23,England,Ghana,97.84673895105263
0.05,47,2026-06-23,Panama,Croatia,97.54933773404338
0.05,48,2026-06-23,Portugal,Uzbekistan,96.46840264601883
0.05,49,2026-06-24,Bosnia and Herzegovina,Qatar,95.47604444951374
0.05,50,2026-06-24,Canada,Switzerland,96.11759791881168
0.05,51,2026-06-24,Mexico,Czech Republic,95.92704512062151
0.05,52,2026-06-24,Morocco,Haiti,95.85232424321097
0.05,53,2026-06-24,Scotland,Brazil,95.60922956275348
0.05,54,2026-06-24,South Africa,South Korea,96.29493276319025
0.05,55,2026-06-25,Curaçao,Ivory Coast,95.45635158923658
0.05,56,2026-06-25,Ecuador,Germany,96.99411574358548
0.05,57,2026-06-25,Japan,Sweden,95.44305781180667
0.05,58,2026-06-25,Paraguay,Australia,94.41825987190029
0.05,59,2026-06-25,Tunisia,Netherlands,93.45785354693501
0.05,60,2026-06-25,United States,Turkey,94.3870052518614
0.05,61,2026-06-26,Cape Verde,Saudi Arabia,94.09949043790351
0.05,62,2026-06-26,Egypt,Iran,93.01555916157695
0.05,63,2026-06-26,New Zealand,Belgium,92.31692899553367
0.05,64,2026-06-26,Norway,France,91.04905302589239
0.05,65,2026-06-26,Senegal,Iraq,90.21410553057511
0.05,66,2026-06-26,Uruguay,Spain,90.17475212552603
0.05,67,2026-06-27,Algeria,Austria,89.15589947459407
0.05,68,2026-06-27,Colombia,Portugal,88.25483838624885
0.05,69,2026-06-27,Croatia,Ghana,89.0385006983399
0.05,70,2026-06-27,DR Congo,Uzbekistan,87.68374164456053
0.05,71,2026-06-27,Jordan,Argentina,87.54469544448484
0.05,72,2026-06-27,Panama,England,87.18236548746714
0.1,0,,,,100.0
0.1,1,2026-06-11,Mexico,South Africa,99.51863126667054
0.1,2,2026-06-11,South Korea,Czech Republic,100.18650875515749
0.1,3,2026-06-12,Canada,Bosnia and Herzegovina,98.95069857150024
0.1,4,2026-06-12,United States,Paraguay,97.96680629291352
0.1,5,2026-06-13,Australia,Turkey,108.60944921286637
0.1,6,2026-06-13,Brazil,Morocco,107.8411487124105
0.1,7,2026-06-13,Haiti,Scotland,107.51149527451115
0.1,8,2026-06-13,Qatar,Switzerland,107.51149527451115
0.1,9,2026-06-14,Germany,Curaçao,107.11582622322538
0.1,10,2026-06-14,Ivory Coast,Ecuador,105.69022312783328
0.1,11,2026-06-14,Netherlands,Japan,103.96305901645688
0.1,12,2026-06-14,Sweden,Tunisia,102.93871246965891
0.1,13,2026-06-15,Belgium,Egypt,102.81349860682548
0.1,14,2026-06-15,Iran,New Zealand,102.58941717395597
0.1,15,2026-06-15,Saudi Arabia,Uruguay,102.56686691563237
0.1,16,2026-06-15,Spain,Cape Verde,104.40407937256329
0.1,17,2026-06-16,Argentina,Algeria,104.40407937256329
0.1,18,2026-06-16,Austria,Jordan,103.2803288505665
0.1,19,2026-06-16,France,Senegal,101.25271449387074
0.1,20,2026-06-16,Iraq,Norway,100.20376947689725
0.1,21,2026-06-17,England,Croatia,99.805075688259
0.1,22,2026-06-17,Ghana,Panama,97.81468697036442
0.1,23,2026-06-17,Portugal,DR Congo,98.3810963185325
0.1,24,2026-06-17,Uzbekistan,Colombia,97.78956845071264
0.1,25,2026-06-18,Canada,Qatar,97.58671293565719
0.1,26,2026-06-18,Czech Republic,South Africa,97.46630998749816
0.1,27,2026-06-18,Mexico,South Korea,96.99657454867916
0.1,28,2026-06-18,Switzerland,Bosnia and Herzegovina,98.04140096513622
0.1,29,2026-06-19,Brazil,Haiti,97.7016281476169
0.1,30,2026-06-19,Scotland,Morocco,97.47230513942526
0.1,31,2026-06-19,Turkey,Paraguay,99.84174085003887
0.1,32,2026-06-19,United States,Australia,97.03987644793513
0.1,33,2026-06-20,Ecuador,Curaçao,99.00982748682729
0.1,34,2026-06-20,Germany,Ivory Coast,98.74941541632562
0.1,35,2026-06-20,Netherlands,Sweden,99.27876296805982
0.1,36,2026-06-20,Tunisia,Japan,99.14436070185518
0.1,37,2026-06-21,Belgium,Iran,98.57328581577839
0.1,38,2026-06-21,New Zealand,Egypt,96.7397348348334
0.1,39,2026-06-21,Spain,Saudi Arabia,96.38989061418634
0.1,40,2026-06-21,Uruguay,Cape Verde,96.35203497653866
0.1,41,2026-06-22,Argentina,Austria,96.0556430022621
0.1,42,2026-06-22,France,Iraq,94.46520851170084
0.1,43,2026-06-22,Jordan,Algeria,94.16819923806571
0.1,44,2026-06-22,Norway,Senegal,94.16819923806571
0.1,45,2026-06-23,Colombia,DR Congo,94.8109578212661
0.1,46,2026-06-23,England,Ghana,95.36303487275921
0.1,47,2026-06-23,Panama,Croatia,94.78333067550349
0.1,48,2026-06-23,Portugal,Uzbekistan,92.6827602304982
0.1,49,2026-06-24,Bosnia and Herzegovina,Qatar,90.77592868220478
0.1,50,2026-06-24,Canada,Switzerland,91.99587054952012
0.1,51,2026-06-24,Mexico,Czech Republic,91.63110757302628
0.1,52,2026-06-24,Morocco,Haiti,91.48835832546328
0.1,53,2026-06-24,Scotland,Brazil,91.02430420036399
0.1,54,2026-06-24,South Africa,South Korea,92.32994502590276
0.1,55,2026-06-25,Curaçao,Ivory Coast,90.72184060193881
0.1,56,2026-06-25,Ecuador,Germany,93.64482670336756
0.1,57,2026-06-25,Japan,Sweden,90.64982953029592
0.1,58,2026-06-25,Paraguay,Australia,88.703166028825
0.1,59,2026-06-25,Tunisia,Netherlands,86.89861928513135
0.1,60,2026-06-25,United States,Turkey,88.62649976173527
0.1,61,2026-06-26,Cape Verde,Saudi Arabia,88.08656459750924
0.1,62,2026-06-26,Egypt,Iran,86.05722773400286
0.1,63,2026-06-26,New Zealand,Belgium,84.76449400551789
0.1,64,2026-06-26,Norway,France,82.43619157609895
0.1,65,2026-06-26,Senegal,Iraq,80.9242617011032
0.1,66,2026-06-26,Uruguay,Spain,80.85365976517996
0.1,67,2026-06-27,Algeria,Austria,79.0265859191741
0.1,68,2026-06-27,Colombia,Portugal,77.42920914576541
0.1,69,2026-06-27,Croatia,Ghana,78.80428056784412
0.1,70,2026-06-27,DR Congo,Uzbekistan,76.40619857548084
0.1,71,2026-06-27,Jordan,Argentina,76.16387334220751
0.1,72,2026-06-27,Panama,England,75.53341931379904
0.2,0,,,,100.0
0.2,1,2026-06-11,Mexico,South Africa,99.03726253334108
0.2,2,2026-06-11,South Korea,Czech Republic,100.36655650222916
0.2,3,2026-06-12,Canada,Bosnia and Herzegovina,97.8904943224962
0.2,4,2026-06-12,United States,Paraguay,95.94379353308547
0.2,5,2026-06-13,Australia,Turkey,116.78953860933731
0.2,6,2026-06-13,Brazil,Morocco,115.1372061168725
0.2,7,2026-06-13,Haiti,Scotland,114.43329344013031
0.2,8,2026-06-13,Qatar,Switzerland,114.43329344013031
0.2,9,2026-06-14,Germany,Curaçao,113.5910074587968
0.2,10,2026-06-14,Ivory Coast,Ecuador,110.56744506747471
0.2,11,2026-06-14,Netherlands,Japan,106.95371207769483
0.2,12,2026-06-14,Sweden,Tunisia,104.84608525966001
0.2,13,2026-06-15,Belgium,Egypt,104.59101730663515
0.2,14,2026-06-15,Iran,New Zealand,104.13510625719256
0.2,15,2026-06-15,Saudi Arabia,Uruguay,104.0893262223441
0.2,16,2026-06-15,Spain,Cape Verde,107.81829274964454
0.2,17,2026-06-16,Argentina,Algeria,107.81829274964454
0.2,18,2026-06-16,Austria,Jordan,105.49729411651919
0.2,19,2026-06-16,France,Senegal,101.35501783750564
0.2,20,2026-06-16,Iraq,Norway,99.25500814517592
0.2,21,2026-06-17,England,Croatia,98.46517048846292
0.2,22,2026-06-17,Ghana,Panama,94.53783586957121
0.2,23,2026-06-17,Portugal,DR Congo,95.63270445527405
0.2,24,2026-06-17,Uzbekistan,Colombia,94.48269877578623
0.2,25,2026-06-18,Canada,Qatar,94.09070734300573
0.2,26,2026-06-18,Czech Republic,South Africa,93.85852822317135
0.2,27,2026-06-18,Mexico,South Korea,92.95383249913148
0.2,28,2026-06-18,Switzerland,Bosnia and Herzegovina,94.95639022156477
0.2,29,2026-06-19,Brazil,Haiti,94.29822744687088
0.2,30,2026-06-19,Scotland,Morocco,93.85555819774468
0.2,31,2026-06-19,Turkey,Paraguay,98.41859199314348
0.2,32,2026-06-19,United States,Australia,92.89473900213959
0.2,33,2026-06-20,Ecuador,Curaçao,96.66634495019673
0.2,34,2026-06-20,Germany,Ivory Coast,96.15784829536399
0.2,35,2026-06-20,Netherlands,Sweden,97.1887591389489
0.2,36,2026-06-20,Tunisia,Japan,96.92561344519977
0.2,37,2026-06-21,Belgium,Iran,95.80902379220693
0.2,38,2026-06-21,New Zealand,Egypt,92.24475730552632
0.2,39,2026-06-21,Spain,Saudi Arabia,91.57757963993883
0.2,40,2026-06-21,Uruguay,Cape Verde,91.50564828594702
0.2,41,2026-06-22,Argentina,Austria,90.94268062761927
0.2,42,2026-06-22,France,Iraq,87.93112666965226
0.2,43,2026-06-22,Jordan,Algeria,87.37819590342552
0.2,44,2026-06-22,Norway,Senegal,87.37819590342552
0.2,45,2026-06-23,Colombia,DR Congo,88.571020781801
0.2,46,2026-06-23,England,Ghana,89.60250551994979
0.2,47,2026-06-23,Panama,Croatia,88.513132712051
0.2,48,2026-06-23,Portugal,Uzbekistan,84.58990973086453
0.2,49,2026-06-24,Bosnia and Herzegovina,Qatar,81.10924713210373
0.2,50,2026-06-24,Canada,Switzerland,83.28930891366448
0.2,51,2026-06-24,Mexico,Czech Republic,82.62882587137163
0.2,52,2026-06-24,Morocco,Haiti,82.37137612460845
0.2,53,2026-06-24,Scotland,Brazil,81.53575555866173
0.2,54,2026-06-24,South Africa,South Korea,83.87483218514613
0.2,55,2026-06-25,Curaçao,Ivory Coast,80.95314759715406
0.2,56,2026-06-25,Ecuador,Germany,86.16964064278422
0.2,57,2026-06-25,Japan,Sweden,80.65779681296468
0.2,58,2026-06-25,Paraguay,Australia,77.193618447083
0.2,59,2026-06-25,Tunisia,Netherlands,74.05281752556128
0.2,60,2026-06-25,United States,Turkey,76.99773008441534
0.2,61,2026-06-26,Cape Verde,Saudi Arabia,76.05955059746891
0.2,62,2026-06-26,Egypt,Iran,72.55503318202788
0.2,63,2026-06-26,New Zealand,Belgium,70.37522002663165
0.2,64,2026-06-26,Norway,France,66.50910137208669
0.2,65,2026-06-26,Senegal,Iraq,64.06946665823043
0.2,66,2026-06-26,Uruguay,Spain,63.957672536552835
0.2,67,2026-06-27,Algeria,Austria,61.06713199497881
0.2,68,2026-06-27,Colombia,Portugal,58.598412964974656
0.2,69,2026-06-27,Croatia,Ghana,60.67972062486852
0.2,70,2026-06-27,DR Congo,Uzbekistan,56.986648515496114
0.2,71,2026-06-27,Jordan,Argentina,56.62517776698502
0.2,72,2026-06-27,Panama,England,55.68773669772266
0.3,0,,,,100.0
0.3,1,2026-06-11,Mexico,South Africa,98.55589380001163
0.3,2,2026-06-11,South Korea,Czech Republic,100.54014324121502
0.3,3,2026-06-12,Canada,Bosnia and Herzegovina,96.81962634444905
0.3,4,2026-06-12,United States,Paraguay,93.93151890858933
0.3,5,2026-06-13,Australia,Turkey,124.54432499570255
0.3,6,2026-06-13,Brazil,Morocco,121.90125476792903
0.3,7,2026-06-13,Haiti,Scotland,120.78335585276658
0.3,8,2026-06-13,Qatar,Switzerland,120.78335585276658
0.3,9,2026-06-14,Germany,Curaçao,119.4498174520769
0.3,10,2026-06-14,Ivory Coast,Ecuador,114.68054939409183
0.3,11,2026-06-14,Netherlands,Japan,109.05830383557408
0.3,12,2026-06-14,Sweden,Tunisia,105.83465407024936
0.3,13,2026-06-15,Belgium,Egypt,105.44844467808268
0.3,14,2026-06-15,Iran,New Zealand,104.7589718297453
0.3,15,2026-06-15,Saudi Arabia,Uruguay,104.68989038036536
0.3,16,2026-06-15,Spain,Cape Verde,110.31561269709798
0.3,17,2026-06-16,Argentina,Algeria,110.31561269709798
0.3,18,2026-06-16,Austria,Jordan,106.75347523759167
0.3,19,2026-06-16,France,Senegal,100.466076230601
0.3,20,2026-06-16,Iraq,Norway,97.34368912531464
0.3,21,2026-06-17,England,Croatia,96.18174708201623
0.3,22,2026-06-17,Ghana,Panama,90.42735845180083
0.3,23,2026-06-17,Portugal,DR Congo,91.99825448215147
0.3,24,2026-06-17,Uzbekistan,Colombia,90.3388036317326
0.3,25,2026-06-18,Canada,Qatar,89.77660487687939
0.3,26,2026-06-18,Czech Republic,South Africa,89.44430447723344
0.3,27,2026-06-18,Mexico,South Korea,88.15108347751992
0.3,28,2026-06-18,Switzerland,Bosnia and Herzegovina,90.99971749635533
0.3,29,2026-06-19,Brazil,Haiti,90.0536101344809
0.3,30,2026-06-19,Scotland,Morocco,89.41949486436418
0.3,31,2026-06-19,Turkey,Paraguay,95.9405393001223
0.3,32,2026-06-19,United States,Australia,87.86338501089367
0.3,33,2026-06-20,Ecuador,Curaçao,93.21437801248692
0.3,34,2026-06-20,Germany,Ivory Coast,92.47887074634245
0.3,35,2026-06-20,Netherlands,Sweden,93.96607338780622
0.3,36,2026-06-20,Tunisia,Japan,93.58444333424472
0.3,37,2026-06-21,Belgium,Iran,91.96729461482198
0.3,38,2026-06-21,New Zealand,Egypt,86.83527364604731
0.3,39,2026-06-21,Spain,Saudi Arabia,85.89319481922682
0.3,40,2026-06-21,Uruguay,Cape Verde,85.79199515071099
0.3,41,2026-06-22,Argentina,Austria,85.00027158744524
0.3,42,2026-06-22,France,Iraq,80.7781136980884
0.3,43,2026-06-22,Jordan,Algeria,80.0161871882206
0.3,44,2026-06-22,Norway,Senegal,80.0161871882206
0.3,45,2026-06-23,Colombia,DR Congo,81.65467315884563
0.3,46,2026-06-23,England,Ghana,83.08108015548683
0.3,47,2026-06-23,Panama,Croatia,81.56595060000646
0.3,48,2026-06-23,Portugal,Uzbekistan,76.14300257967223
0.3,49,2026-06-24,Bosnia and Herzegovina,Qatar,71.4433622429056
0.3,50,2026-06-24,Canada,Switzerland,74.32375410472905
0.3,51,2026-06-24,Mexico,Czech Republic,73.43967462563404
0.3,52,2026-06-24,Morocco,Haiti,73.09644648275494
0.3,53,2026-06-24,Scotland,Brazil,71.98415061884563
0.3,54,2026-06-24,South Africa,South Korea,75.08174460757246
0.3,55,2026-06-25,Curaçao,Ivory Coast,71.15866356506248
0.3,56,2026-06-25,Ecuador,Germany,78.03669149803444
0.3,57,2026-06-25,Japan,Sweden,70.54926228298078
0.3,58,2026-06-25,Paraguay,Australia,66.00422315868502
0.3,59,2026-06-25,Tunisia,Netherlands,61.975921420312055
0.3,60,2026-06-25,United States,Turkey,65.67288411739436
0.3,61,2026-06-26,Cape Verde,Saudi Arabia,64.4725964077437
0.3,62,2026-06-26,Egypt,Iran,60.01664047936701
0.3,63,2026-06-26,New Zealand,Belgium,57.31196810747119
0.3,64,2026-06-26,Norway,France,52.5892503182025
0.3,65,2026-06-26,Senegal,Iraq,49.695693842355816
0.3,66,2026-06-26,Uruguay,Spain,49.56562362168657
0.3,67,2026-06-27,Algeria,Austria,46.20547685121891
0.3,68,2026-06-27,Colombia,Portugal,43.40360120388051
0.3,69,2026-06-27,Croatia,Ghana,45.71602511815813
0.3,70,2026-06-27,DR Congo,Uzbekistan,41.54249130216578
0.3,71,2026-06-27,Jordan,Argentina,41.14723041692721
0.3,72,2026-06-27,Panama,England,40.1254295537681
0.5,0,,,,100.0
0.5,1,2026-06-11,Mexico,South Africa,97.59315633335271
0.5,2,2026-06-11,South Korea,Czech Republic,100.8679336949292
0.5,3,2026-06-12,Canada,Bosnia and Herzegovina,94.64685556706998
0.5,4,2026-06-12,United States,Paraguay,89.94136527092701
0.5,5,2026-06-13,Australia,Turkey,138.79535319462872
0.5,6,2026-06-13,Brazil,Morocco,133.886179080718
0.5,7,2026-06-13,Haiti,Scotland,131.83983407474685
0.5,8,2026-06-13,Qatar,Switzerland,131.83983407474685
0.5,9,2026-06-14,Germany,Curaçao,129.4138171201489
0.5,10,2026-06-14,Ivory Coast,Ecuador,120.80198333339754
0.5,11,2026-06-14,Netherlands,Japan,110.93139909098488
0.5,12,2026-06-14,Sweden,Tunisia,105.4663715771095
0.5,13,2026-06-15,Belgium,Egypt,104.8249291368765
0.5,14,2026-06-15,Iran,New Zealand,103.68260246578134
0.5,15,2026-06-15,Saudi Arabia,Uruguay,103.56864970468415
0.5,16,2026-06-15,Spain,Cape Verde,112.84443335231546
0.5,17,2026-06-16,Argentina,Algeria,112.84443335231546
0.5,18,2026-06-16,Austria,Jordan,106.77144311830453
0.5,19,2026-06-16,France,Senegal,96.290681033153
0.5,20,2026-06-16,Iraq,Norway,91.30298116971754
0.5,21,2026-06-17,England,Croatia,89.48658585512239
0.5,22,2026-06-17,Ghana,Panama,80.56353812129387
0.5,23,2026-06-17,Portugal,DR Congo,82.89610915570414
0.5,24,2026-06-17,Uzbekistan,Colombia,80.4039963141948
0.5,25,2026-06-18,Canada,Qatar,79.57004263471553
0.5,26,2026-06-18,Czech Republic,South Africa,79.0791731592432
0.5,27,2026-06-18,Mexico,South Korea,77.17357674802349
0.5,28,2026-06-18,Switzerland,Bosnia and Herzegovina,81.33006330510001
0.5,29,2026-06-19,Brazil,Haiti,79.92077373527708
0.5,30,2026-06-19,Scotland,Morocco,78.9828327512084
0.5,31,2026-06-19,Turkey,Paraguay,88.58272598131322
0.5,32,2026-06-19,United States,Australia,76.15321581576328
0.5,33,2026-06-20,Ecuador,Curaçao,83.88293024361145
0.5,34,2026-06-20,Germany,Ivory Coast,82.77980098367046
0.5,35,2026-06-20,Netherlands,Sweden,84.99851209193422
0.5,36,2026-06-20,Tunisia,Japan,84.42316282751729
0.5,37,2026-06-21,Belgium,Iran,81.99176139668106
0.5,38,2026-06-21,New Zealand,Egypt,74.36616216388015
0.5,39,2026-06-21,Spain,Saudi Arabia,73.0214938076378
0.5,40,2026-06-21,Uruguay,Cape Verde,72.87810350018646
0.5,41,2026-06-22,Argentina,Austria,71.7571886703538
0.5,42,2026-06-22,France,Iraq,65.81661588149872
0.5,43,2026-06-22,Jordan,Algeria,64.78194155091357
0.5,44,2026-06-22,Norway,Senegal,64.78194155091357
0.5,45,2026-06-23,Colombia,DR Congo,66.99283383223288
0.5,46,2026-06-23,England,Ghana,68.94330490768549
0.5,47,2026-06-23,Panama,Croatia,66.84780095895982
0.5,48,2026-06-23,Portugal,Uzbekistan,59.44045865481992
0.5,49,2026-06-24,Bosnia and Herzegovina,Qatar,53.32589422416625
0.5,50,2026-06-24,Canada,Switzerland,56.90913991057708
0.5,51,2026-06-24,Mexico,Czech Republic,55.78091822304424
0.5,52,2026-06-24,Morocco,Haiti,55.34642145029884
0.5,53,2026-06-24,Scotland,Brazil,53.94276006356114
0.5,54,2026-06-24,South Africa,South Korea,57.81149986882218
0.5,55,2026-06-25,Curaçao,Ivory Coast,52.77700490248363
0.5,56,2026-06-25,Ecuador,Germany,61.27917211940954
0.5,57,2026-06-25,Japan,Sweden,51.479861590107106
0.5,58,2026-06-25,Paraguay,Australia,45.95232953971619
0.5,59,2026-06-25,Tunisia,Netherlands,41.27813749289085
0.5,60,2026-06-25,United States,Turkey,45.381982207069306
0.5,61,2026-06-26,Cape Verde,Saudi Arabia,43.99958935156039
0.5,62,2026-06-26,Egypt,Iran,38.93128017988062
0.5,63,2026-06-26,New Zealand,Belgium,36.007192319579666
0.5,64,2026-06-26,Norway,France,31.06198298766441
0.5,65,2026-06-26,Senegal,Iraq,28.21350471872921
0.5,66,2026-06-26,Uruguay,Spain,28.09043111815196
0.5,67,2026-06-27,Algeria,Austria,24.91659259506837
0.5,68,2026-06-27,Colombia,Portugal,22.398377628490127
0.5,69,2026-06-27,Croatia,Ghana,24.387250388373417
0.5,70,2026-06-27,DR Congo,Uzbekistan,20.676625433853104
0.5,71,2026-06-27,Jordan,Argentina,20.348741821333494
0.5,72,2026-06-27,Panama,England,19.506548161049015
0.75,0,,,,100.0
0.75,1,2026-06-11,Mexico,South Africa,96.38973450002906
0.75,2,2026-06-11,South Korea,Czech Republic,101.24132859158918
0.75,3,2026-06-12,Canada,Bosnia and Herzegovina,91.87516743613061
0.75,4,2026-06-12,United States,Paraguay,85.0236290584895
0.75,5,2026-06-13,Australia,Turkey,154.29781677079364
0.75,6,2026-06-13,Brazil,Morocco,146.1115753316231
0.75,7,2026-06-13,Haiti,Scotland,142.7617744647892
0.75,8,2026-06-13,Qatar,Switzerland,142.7617744647892
0.75,9,2026-06-14,Germany,Curaçao,138.82128309792688
0.75,10,2026-06-14,Ivory Coast,Ecuador,124.96450362831679
0.75,11,2026-06-14,Netherlands,Japan,109.64845550139538
0.75,12,2026-06-14,Sweden,Tunisia,101.54572041809968
0.75,13,2026-06-15,Belgium,Egypt,100.61932463345974
0.75,14,2026-06-15,Iran,New Zealand,98.97458030924037
0.75,15,2026-06-15,Saudi Arabia,Uruguay,98.81141272225204
0.75,16,2026-06-15,Spain,Cape Verde,112.08598889383305
